user_id,total_transactions,avg_spend,spend_std,late_night_ratio,month_end_ratio,salary_day_ratio,mobile_ratio,online_ratio,upi_ratio,impulse_risk_score,risk_level,cluster,behaviour_profile,recommendation,simulated_risk_score,risk_explanation,simulated_risk_if_late_night_increases
U095,120,1776.625,1478.3003814709455,0.375,0.2,0.1,0.7833333333333333,0.7083333333333334,0.5583333333333333,35,Medium,0,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U096,117,1665.5470085470085,1301.7152245358386,0.20512820512820512,0.21367521367521367,0.07692307692307693,0.8376068376068376,0.6410256410256411,0.48717948717948717,15,Low,0,Controlled Planner,Disable one-click payments on mobile apps.,35,Frequent mobile purchases,35
U097,183,1928.775956284153,1523.367838182143,0.32786885245901637,0.2185792349726776,0.15300546448087432,0.8087431693989071,0.6065573770491803,0.48633879781420764,35,Medium,3,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U098,195,1826.3128205128205,1309.2463991157945,0.3230769230769231,0.2153846153846154,0.13333333333333333,0.7794871794871795,0.6256410256410256,0.5846153846153846,35,Medium,3,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U099,189,1805.3068783068784,1242.9203219037709,0.328042328042328,0.20634920634920634,0.08994708994708994,0.8412698412698413,0.6825396825396826,0.5343915343915344,35,Medium,3,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U100,176,1544.4147727272727,1154.993152043004,0.38636363636363635,0.2556818181818182,0.10795454545454546,0.8522727272727273,0.6647727272727273,0.4602272727272727,35,Medium,1,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U101,139,1651.63309352518,1235.7054966896671,0.35251798561151076,0.1366906474820144,0.08633093525179857,0.8561151079136691,0.6618705035971223,0.460431654676259,35,Medium,2,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U102,192,1684.5572916666667,1109.1167831140676,0.3020833333333333,0.18229166666666666,0.109375,0.8072916666666666,0.6927083333333334,0.4895833333333333,35,Medium,1,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U103,109,1614.211009174312,913.2779086325228,0.3486238532110092,0.22935779816513763,0.027522935779816515,0.7981651376146789,0.6055045871559633,0.5688073394495413,35,Medium,1,Controlled Planner,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U104,137,1716.7080291970804,1102.265769173179,0.3795620437956204,0.12408759124087591,0.11678832116788321,0.8029197080291971,0.6642335766423357,0.49635036496350365,35,Medium,2,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U105,103,1926.873786407767,1470.556575170333,0.32038834951456313,0.13592233009708737,0.11650485436893204,0.7864077669902912,0.5728155339805825,0.6213592233009708,30,Medium,0,Controlled Planner,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps. Set daily UPI transaction limits.,30,"High late-night spending, Frequent mobile purchases, High UPI usage",30
U106,113,1795.7345132743362,1311.4337779268478,0.2831858407079646,0.20353982300884957,0.13274336283185842,0.7699115044247787,0.6548672566371682,0.45132743362831856,15,Low,0,Controlled Planner,Disable one-click payments on mobile apps.,35,Frequent mobile purchases,35
U107,167,1692.8263473053892,1212.6091553501428,0.32934131736526945,0.16167664670658682,0.11377245508982035,0.8622754491017964,0.6766467065868264,0.47305389221556887,35,Medium,3,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U108,198,1930.4848484848485,1340.2706739553387,0.31313131313131315,0.20202020202020202,0.10101010101010101,0.8080808080808081,0.6414141414141414,0.5353535353535354,35,Medium,3,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U109,107,1603.5327102803737,979.1224827283327,0.3925233644859813,0.21495327102803738,0.07476635514018691,0.794392523364486,0.5981308411214953,0.5046728971962616,20,Low,2,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,20,"High late-night spending, Frequent mobile purchases",20
U110,199,1974.7788944723618,1558.297796177775,0.2814070351758794,0.21105527638190955,0.12060301507537688,0.7989949748743719,0.6834170854271356,0.5326633165829145,15,Low,3,Impulsive Micro-Spender,Disable one-click payments on mobile apps.,35,Frequent mobile purchases,35
U111,178,1747.9550561797753,1163.9642558640244,0.3707865168539326,0.21910112359550563,0.10112359550561797,0.8539325842696629,0.6235955056179775,0.5112359550561798,35,Medium,3,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U112,190,1771.8736842105263,1371.334338357274,0.26842105263157895,0.21578947368421053,0.12105263157894737,0.7894736842105263,0.6052631578947368,0.5,15,Low,3,Impulsive Micro-Spender,Disable one-click payments on mobile apps.,35,Frequent mobile purchases,35
U113,129,1833.7209302325582,1451.7519802420202,0.3333333333333333,0.12403100775193798,0.13953488372093023,0.7984496124031008,0.6511627906976745,0.5271317829457365,35,Medium,0,Controlled Planner,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U114,174,1700.33908045977,1414.7848280899002,0.3103448275862069,0.21839080459770116,0.08620689655172414,0.7758620689655172,0.6839080459770115,0.5,35,Medium,3,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U115,173,1860.763005780347,1359.7297424771436,0.35260115606936415,0.17341040462427745,0.10982658959537572,0.8034682080924855,0.6416184971098265,0.5317919075144508,35,Medium,3,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U116,190,1728.5894736842106,1032.244403145456,0.33157894736842103,0.18421052631578946,0.07368421052631578,0.7947368421052632,0.6736842105263158,0.4842105263157895,35,Medium,1,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U117,132,1765.1060606060605,1372.7230710841325,0.3409090909090909,0.23484848484848486,0.12878787878787878,0.8181818181818182,0.6439393939393939,0.4621212121212121,35,Medium,0,Controlled Planner,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U118,143,1564.1258741258741,1100.1097696006907,0.32867132867132864,0.17482517482517482,0.1048951048951049,0.7832167832167832,0.6433566433566433,0.5804195804195804,35,Medium,1,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U119,198,1829.0454545454545,1438.566846388258,0.2828282828282828,0.20707070707070707,0.10606060606060606,0.8131313131313131,0.6515151515151515,0.5555555555555556,15,Low,3,Impulsive Micro-Spender,Disable one-click payments on mobile apps.,35,Frequent mobile purchases,35
U120,109,1448.8073394495414,957.1566058351066,0.3394495412844037,0.2018348623853211,0.08256880733944955,0.7889908256880734,0.6605504587155964,0.45871559633027525,35,Medium,1,Controlled Planner,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U121,175,1870.0171428571427,1222.7907851722364,0.35428571428571426,0.2,0.12,0.7657142857142857,0.5942857142857143,0.5371428571428571,20,Low,3,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,20,"High late-night spending, Frequent mobile purchases",20
U122,165,1678.6060606060605,1279.5748564963596,0.37575757575757573,0.16363636363636364,0.10303030303030303,0.7272727272727273,0.6303030303030303,0.4666666666666667,35,Medium,3,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U123,185,1727.1513513513514,1262.4122564476081,0.2756756756756757,0.1945945945945946,0.08648648648648649,0.7945945945945946,0.6594594594594595,0.5675675675675675,15,Low,3,Impulsive Micro-Spender,Disable one-click payments on mobile apps.,35,Frequent mobile purchases,35
U124,171,1664.8830409356726,1102.0399844908443,0.27485380116959063,0.14619883040935672,0.05847953216374269,0.8011695906432749,0.5672514619883041,0.4678362573099415,0,Low,1,Impulsive Micro-Spender,Disable one-click payments on mobile apps.,20,Frequent mobile purchases,20
U125,101,1877.8118811881188,1318.771956881638,0.31683168316831684,0.19801980198019803,0.12871287128712872,0.7326732673267327,0.693069306930693,0.43564356435643564,35,Medium,0,Controlled Planner,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U126,162,1533.0864197530864,1059.2686355097464,0.38271604938271603,0.1728395061728395,0.09876543209876543,0.8209876543209876,0.6358024691358025,0.5308641975308642,35,Medium,1,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U127,161,1883.0993788819876,1394.892913474763,0.40372670807453415,0.13043478260869565,0.15527950310559005,0.8012422360248447,0.6770186335403726,0.5590062111801242,35,Medium,3,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U128,107,1434.3831775700935,953.4215508769458,0.3925233644859813,0.14953271028037382,0.102803738317757,0.8411214953271028,0.6635514018691588,0.4672897196261682,35,Medium,1,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U129,183,1758.8579234972678,1275.090141838312,0.31693989071038253,0.25136612021857924,0.09836065573770492,0.7923497267759563,0.644808743169399,0.546448087431694,35,Medium,3,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U130,184,1631.1141304347825,1211.4884955628784,0.31521739130434784,0.19021739130434784,0.07608695652173914,0.8478260869565217,0.6467391304347826,0.5108695652173914,35,Medium,1,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U131,198,1553.0959595959596,1008.0843147618515,0.30303030303030304,0.19696969696969696,0.06060606060606061,0.7929292929292929,0.6464646464646465,0.5050505050505051,35,Medium,1,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U132,184,1742.929347826087,1272.8323222891747,0.3641304347826087,0.21739130434782608,0.10869565217391304,0.8260869565217391,0.6630434782608695,0.47282608695652173,35,Medium,3,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U133,177,1721.225988700565,1240.7917856985973,0.3615819209039548,0.15254237288135594,0.0903954802259887,0.8135593220338984,0.6214689265536724,0.5141242937853108,35,Medium,3,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U134,130,1590.053846153846,1080.7031325225291,0.3076923076923077,0.16923076923076924,0.06153846153846154,0.7615384615384615,0.5846153846153846,0.49230769230769234,20,Low,1,Controlled Planner,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,20,"High late-night spending, Frequent mobile purchases",20
U135,176,1793.3636363636363,1400.3184224153606,0.30113636363636365,0.20454545454545456,0.06818181818181818,0.8068181818181818,0.6761363636363636,0.4659090909090909,35,Medium,3,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U136,130,1777.6384615384616,1174.508361627323,0.4,0.12307692307692308,0.1076923076923077,0.8384615384615385,0.6615384615384615,0.5307692307692308,35,Medium,2,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U137,131,1582.0763358778627,1225.806331913316,0.37404580152671757,0.2595419847328244,0.09923664122137404,0.8473282442748091,0.6870229007633588,0.549618320610687,35,Medium,2,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U138,199,1732.9447236180904,1242.2779385979086,0.36180904522613067,0.20603015075376885,0.12060301507537688,0.8190954773869347,0.678391959798995,0.4321608040201005,35,Medium,3,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U139,139,1729.7841726618706,1271.7256606593905,0.2733812949640288,0.19424460431654678,0.08633093525179857,0.8129496402877698,0.6690647482014388,0.45323741007194246,15,Low,0,Controlled Planner,Disable one-click payments on mobile apps.,35,Frequent mobile purchases,35
U140,196,1791.5204081632653,1318.6214069876112,0.4030612244897959,0.19387755102040816,0.12244897959183673,0.7908163265306123,0.6581632653061225,0.4642857142857143,35,Medium,3,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U141,100,1665.81,1061.2369635610528,0.34,0.19,0.05,0.82,0.75,0.61,45,Medium,2,Controlled Planner,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps. Set daily UPI transaction limits.,45,"High late-night spending, Frequent mobile purchases, High UPI usage",45
U142,123,1770.2113821138212,1151.1447776946425,0.3252032520325203,0.21138211382113822,0.08943089430894309,0.7479674796747967,0.6422764227642277,0.5040650406504065,35,Medium,2,Controlled Planner,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U143,148,1564.8445945945946,913.2469747605835,0.36486486486486486,0.18243243243243243,0.08108108108108109,0.777027027027027,0.6959459459459459,0.43243243243243246,35,Medium,1,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U144,148,1561.695945945946,1011.2951731964272,0.38513513513513514,0.16891891891891891,0.05405405405405406,0.8378378378378378,0.6554054054054054,0.6013513513513513,45,Medium,1,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps. Set daily UPI transaction limits.,45,"High late-night spending, Frequent mobile purchases, High UPI usage",45
U145,154,1866.3311688311687,1344.7082345310519,0.2857142857142857,0.2532467532467532,0.09740259740259741,0.8311688311688312,0.6363636363636364,0.4675324675324675,15,Low,0,Impulsive Micro-Spender,Disable one-click payments on mobile apps.,35,Frequent mobile purchases,35
U146,177,1641.3841807909605,1025.484048332637,0.3389830508474576,0.12429378531073447,0.07909604519774012,0.8248587570621468,0.6271186440677966,0.5084745762711864,35,Medium,1,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U147,189,1679.3862433862435,1368.886596806372,0.30158730158730157,0.1746031746031746,0.10582010582010581,0.7671957671957672,0.6507936507936508,0.4708994708994709,35,Medium,3,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U148,132,1683.371212121212,1315.0136411523802,0.30303030303030304,0.19696969696969696,0.07575757575757576,0.8409090909090909,0.6212121212121212,0.5,35,Medium,0,Controlled Planner,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U149,177,1628.1977401129943,964.2075587540787,0.3728813559322034,0.23163841807909605,0.07344632768361582,0.807909604519774,0.6440677966101694,0.4632768361581921,35,Medium,1,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U150,113,1708.2566371681417,1135.4736014636064,0.3274336283185841,0.25663716814159293,0.07079646017699115,0.8672566371681416,0.6814159292035398,0.45132743362831856,35,Medium,2,Controlled Planner,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U151,192,1711.9583333333333,1168.8375297831892,0.3177083333333333,0.171875,0.10416666666666667,0.7760416666666666,0.6614583333333334,0.46875,35,Medium,3,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U152,137,1679.4014598540145,1129.8481382850036,0.3284671532846715,0.145985401459854,0.072992700729927,0.7737226277372263,0.6715328467153284,0.5036496350364964,35,Medium,1,Controlled Planner,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U153,111,1647.063063063063,1220.1214937961138,0.2882882882882883,0.2972972972972973,0.0990990990990991,0.8108108108108109,0.6936936936936937,0.4594594594594595,15,Low,2,Controlled Planner,Disable one-click payments on mobile apps.,35,Frequent mobile purchases,35
U154,196,1804.3622448979593,1185.0684006670463,0.3520408163265306,0.1836734693877551,0.08673469387755102,0.7908163265306123,0.6683673469387755,0.42857142857142855,35,Medium,3,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U155,101,1889.6930693069307,1359.575998188952,0.3465346534653465,0.22772277227722773,0.0891089108910891,0.7821782178217822,0.6237623762376238,0.46534653465346537,35,Medium,0,Controlled Planner,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U156,141,1770.290780141844,1290.7547379011967,0.3404255319148936,0.1702127659574468,0.09929078014184398,0.7163120567375887,0.6312056737588653,0.46099290780141844,35,Medium,3,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U157,183,1610.3715846994535,1087.4366237242082,0.39344262295081966,0.21311475409836064,0.08743169398907104,0.825136612021858,0.6338797814207651,0.4371584699453552,35,Medium,1,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U158,128,1803.8671875,1234.6971662955127,0.4296875,0.234375,0.1015625,0.8046875,0.609375,0.484375,35,Medium,2,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U159,156,1756.1666666666667,1183.4292425164294,0.3269230769230769,0.1794871794871795,0.07051282051282051,0.8012820512820513,0.6474358974358975,0.5512820512820513,35,Medium,3,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U160,120,1645.5916666666667,944.5102727827563,0.38333333333333336,0.19166666666666668,0.09166666666666666,0.85,0.5833333333333334,0.5666666666666667,20,Low,2,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,20,"High late-night spending, Frequent mobile purchases",20
U161,170,1674.4764705882353,1231.289328584348,0.35294117647058826,0.2411764705882353,0.08823529411764706,0.7823529411764706,0.6058823529411764,0.49411764705882355,35,Medium,3,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U162,156,1695.5320512820513,1064.3432045306643,0.3141025641025641,0.2564102564102564,0.08974358974358974,0.8269230769230769,0.6987179487179487,0.5705128205128205,35,Medium,1,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U163,161,1844.7329192546583,1278.3432283514667,0.2857142857142857,0.16770186335403728,0.13043478260869565,0.8509316770186336,0.6521739130434783,0.484472049689441,15,Low,3,Impulsive Micro-Spender,Disable one-click payments on mobile apps.,35,Frequent mobile purchases,35
U164,161,1758.807453416149,1203.760760676348,0.3105590062111801,0.2111801242236025,0.10559006211180125,0.8198757763975155,0.6521739130434783,0.515527950310559,35,Medium,3,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U165,147,1904.8027210884354,1421.7106021117409,0.32653061224489793,0.20408163265306123,0.10204081632653061,0.8503401360544217,0.564625850340136,0.48299319727891155,20,Low,0,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,20,"High late-night spending, Frequent mobile purchases",20
U166,139,1752.1870503597122,1269.4582695354586,0.33093525179856115,0.22302158273381295,0.1223021582733813,0.7769784172661871,0.5827338129496403,0.539568345323741,20,Low,2,Controlled Planner,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,20,"High late-night spending, Frequent mobile purchases",20
U167,128,1836.9140625,1348.3204777302876,0.28125,0.1484375,0.1328125,0.7734375,0.6875,0.5234375,15,Low,0,Controlled Planner,Disable one-click payments on mobile apps.,35,Frequent mobile purchases,35
U168,126,1879.1349206349207,1351.5423802644125,0.3412698412698413,0.21428571428571427,0.11904761904761904,0.7936507936507936,0.626984126984127,0.4365079365079365,35,Medium,0,Controlled Planner,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U169,140,1711.8714285714286,1165.1950640589314,0.2857142857142857,0.20714285714285716,0.07857142857142857,0.8071428571428572,0.6071428571428571,0.5357142857142857,15,Low,1,Controlled Planner,Disable one-click payments on mobile apps.,35,Frequent mobile purchases,35
U170,184,1694.4673913043478,1089.2181780378166,0.4076086956521739,0.1956521739130435,0.11413043478260869,0.8097826086956522,0.6467391304347826,0.5163043478260869,35,Medium,1,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U171,169,1771.207100591716,1118.209633402876,0.3254437869822485,0.21301775147928995,0.09467455621301775,0.834319526627219,0.6035502958579881,0.5502958579881657,35,Medium,3,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U172,152,1700.657894736842,1095.4757115092955,0.3618421052631579,0.20394736842105263,0.08552631578947369,0.8223684210526315,0.5723684210526315,0.48026315789473684,20,Low,1,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,20,"High late-night spending, Frequent mobile purchases",20
U173,177,1735.4237288135594,1209.8639321041321,0.3163841807909605,0.13559322033898305,0.07909604519774012,0.7853107344632768,0.6101694915254238,0.4689265536723164,35,Medium,3,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U174,116,1689.75,1238.3914382568328,0.3017241379310345,0.1896551724137931,0.08620689655172414,0.7327586206896551,0.6120689655172413,0.5258620689655172,35,Medium,2,Controlled Planner,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U175,109,1769.9908256880733,1315.5009079449326,0.3486238532110092,0.22935779816513763,0.07339449541284404,0.7889908256880734,0.6513761467889908,0.5229357798165137,35,Medium,2,Controlled Planner,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U176,174,1733.5,1193.3485202368352,0.3160919540229885,0.15517241379310345,0.08620689655172414,0.7988505747126436,0.7011494252873564,0.4540229885057471,35,Medium,3,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U177,137,1850.7956204379561,1666.3221306866126,0.3284671532846715,0.1897810218978102,0.1386861313868613,0.8102189781021898,0.5912408759124088,0.5036496350364964,20,Low,0,Controlled Planner,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,20,"High late-night spending, Frequent mobile purchases",20
U178,162,1650.1296296296296,1238.7082790080526,0.32098765432098764,0.18518518518518517,0.08641975308641975,0.7716049382716049,0.6111111111111112,0.48148148148148145,35,Medium,1,Impulsive Micro-Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U179,139,1664.0359712230215,1215.900539470684,0.31654676258992803,0.2014388489208633,0.07913669064748201,0.8057553956834532,0.6834532374100719,0.4316546762589928,35,Medium,1,Controlled Planner,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U180,122,1828.27868852459,1141.7327795384724,0.3442622950819672,0.1885245901639344,0.09836065573770492,0.8032786885245902,0.6885245901639344,0.45901639344262296,35,Medium,2,Controlled Planner,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U181,134,1816.2611940298507,1392.1583120648297,0.2835820895522388,0.12686567164179105,0.14925373134328357,0.8134328358208955,0.6119402985074627,0.4701492537313433,15,Low,0,Controlled Planner,Disable one-click payments on mobile apps.,35,Frequent mobile purchases,35
U182,164,1759.4878048780488,1311.0782500539303,0.3780487804878049,0.1951219512195122,0.1402439024390244,0.75,0.6402439024390244,0.4817073170731707,35,Medium,3,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U183,139,1780.5395683453237,1246.9922379625875,0.3381294964028777,0.20863309352517986,0.1223021582733813,0.8057553956834532,0.7122302158273381,0.5107913669064749,35,Medium,2,Controlled Planner,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U184,122,1993.7295081967213,1594.074860778721,0.3770491803278688,0.11475409836065574,0.13934426229508196,0.8114754098360656,0.5983606557377049,0.4098360655737705,20,Low,0,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,20,"High late-night spending, Frequent mobile purchases",20
U185,134,1708.6791044776119,1302.5474034971187,0.30597014925373134,0.26865671641791045,0.09701492537313433,0.746268656716418,0.6791044776119403,0.4552238805970149,35,Medium,0,Controlled Planner,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U186,128,1650.90625,1408.536876646833,0.265625,0.21875,0.078125,0.828125,0.609375,0.5078125,15,Low,0,Controlled Planner,Disable one-click payments on mobile apps.,35,Frequent mobile purchases,35
U187,144,1857.8472222222222,1281.3044779859765,0.3819444444444444,0.18055555555555555,0.1111111111111111,0.7361111111111112,0.6319444444444444,0.5138888888888888,35,Medium,3,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
U188,116,1888.6724137931035,1225.79863426018,0.2413793103448276,0.21551724137931033,0.10344827586206896,0.7844827586206896,0.7413793103448276,0.5948275862068966,15,Low,0,Controlled Planner,Disable one-click payments on mobile apps.,35,Frequent mobile purchases,35
U189,186,1695.8763440860216,1031.7678823286467,0.3709677419354839,0.15591397849462366,0.10215053763440861,0.7956989247311828,0.6182795698924731,0.532258064516129,35,Medium,1,Emotional Spender,Limit late-night spending and enable app cooldown periods. Disable one-click payments on mobile apps.,35,"High late-night spending, Frequent mobile purchases",35
